清单编码(9位),完整编码,项目名称,二级分类,三级分类,是否已映射,映射材料名,匹配类型,相似度,备注
031301001,031301001,凿(压、切割)槽,其他及附属工程,其他及附属工程,否,,,,待补全
031301002,031301002,开孔打洞,其他及附属工程,其他及附属工程,否,,,,待补全
031301003,031301003,套管,其他及附属工程,其他及附属工程,否,,,,待补全
031301004,031301004,成品支架,其他及附属工程,其他及附属工程,否,,,,待补全
031301005,031301005,支/吊架、基础型钢,其他及附属工程,其他及附属工程,否,,,,待补全
031201001,031201001,管道刷油,刷油、防腐蚀、绝热工程,刷油工程,否,,,,待补全
031201002,031201002,设备与矩形管道刷油,刷油、防腐蚀、绝热工程,刷油工程,否,,,,待补全
031201003,031201003,金属结构刷油,刷油、防腐蚀、绝热工程,刷油工程,否,,,,待补全
031201004,031201004,铸铁管、暖气片刷油,刷油、防腐蚀、绝热工程,刷油工程,否,,,,待补全
031201005,031201005,灰面刷油,刷油、防腐蚀、绝热工程,刷油工程,否,,,,待补全
031201006,031201006,布面刷油,刷油、防腐蚀、绝热工程,刷油工程,否,,,,待补全
031201007,031201007,气柜刷油,刷油、防腐蚀、绝热工程,刷油工程,否,,,,待补全
031201008,031201008,玛蹄酯面刷油,刷油、防腐蚀、绝热工程,刷油工程,否,,,,待补全
031201009,031201009,喷漆,刷油、防腐蚀、绝热工程,刷油工程,否,,,,待补全
031206001,031206001,设备喷镀(涂),刷油、防腐蚀、绝热工程,喷镀（涂）工程,否,,,,待补全
031206002,031206002,管道喷镀(涂),刷油、防腐蚀、绝热工程,喷镀（涂）工程,否,,,,待补全
031206003,031206003,型钢喷镀(涂),刷油、防腐蚀、绝热工程,喷镀（涂）工程,否,,,,待补全
031206004,031206004,一般钢结构喷(涂)塑,刷油、防腐蚀、绝热工程,喷镀（涂）工程,否,,,,待补全
031203001,031203001,碳钢设备糊衬,刷油、防腐蚀、绝热工程,手工糊衬玻璃钢工程,否,,,,待补全
031203002,031203002,塑料管道增强糊衬,刷油、防腐蚀、绝热工程,手工糊衬玻璃钢工程,否,,,,待补全
031203003,031203003,各种玻璃钢聚合,刷油、防腐蚀、绝热工程,手工糊衬玻璃钢工程,否,,,,待补全
031204001,031204001,塔、槽类设备衬里,刷油、防腐蚀、绝热工程,橡胶板及塑料板衬里工程,否,,,,待补全
031204002,031204002,锥形设备衬里,刷油、防腐蚀、绝热工程,橡胶板及塑料板衬里工程,否,,,,待补全
031204003,031204003,多孔板衬里,刷油、防腐蚀、绝热工程,橡胶板及塑料板衬里工程,否,,,,待补全
031204004,031204004,管道衬里,刷油、防腐蚀、绝热工程,橡胶板及塑料板衬里工程,否,,,,待补全
031204005,031204005,阀门衬里,刷油、防腐蚀、绝热工程,橡胶板及塑料板衬里工程,否,,,,待补全
031204006,031204006,管件衬里,刷油、防腐蚀、绝热工程,橡胶板及塑料板衬里工程,否,,,,待补全
031204007,031204007,金属表面衬里,刷油、防腐蚀、绝热工程,橡胶板及塑料板衬里工程,否,,,,待补全
031209001,031209001,刷油,刷油、防腐蚀、绝热工程,管道补口补伤工程,否,,,,待补全
031209002,031209002,防腐涂料,刷油、防腐蚀、绝热工程,管道补口补伤工程,否,,,,待补全
031209003,031209003,绝热,刷油、防腐蚀、绝热工程,管道补口补伤工程,否,,,,待补全
031209004,031209004,管道热缩套管补口补伤,刷油、防腐蚀、绝热工程,管道补口补伤工程,否,,,,待补全
031208001,031208001,设备绝热,刷油、防腐蚀、绝热工程,绝热工程,否,,,,待补全
031208002,031208002,其他管道绝热,刷油、防腐蚀、绝热工程,绝热工程,否,,,,待补全
031208003,031208003,通风管道绝热,刷油、防腐蚀、绝热工程,绝热工程,否,,,,待补全
031208004,031208004,阀门绝热,刷油、防腐蚀、绝热工程,绝热工程,否,,,,待补全
031208005,031208005,法兰绝热,刷油、防腐蚀、绝热工程,绝热工程,否,,,,待补全
031208006,031208006,喷涂、涂抹,刷油、防腐蚀、绝热工程,绝热工程,否,,,,待补全
031208007,031208007,防潮层、保护层,刷油、防腐蚀、绝热工程,绝热工程,否,,,,待补全
031208008,031208008,保温盒,刷油、防腐蚀、绝热工程,绝热工程,否,,,,待补全
031208009,031208009,保温托盘,刷油、防腐蚀、绝热工程,绝热工程,否,,,,待补全
031207001,031207001,圆形设备耐酸砖、板衬里,刷油、防腐蚀、绝热工程,耐酸砖、板衬里工程,否,,,,待补全
031207002,031207002,矩形设备耐酸砖、板衬里,刷油、防腐蚀、绝热工程,耐酸砖、板衬里工程,否,,,,待补全
031207003,031207003,锥(塔)形设备耐酸砖、板衬里,刷油、防腐蚀、绝热工程,耐酸砖、板衬里工程,否,,,,待补全
031207004,031207004,供水管内衬,刷油、防腐蚀、绝热工程,耐酸砖、板衬里工程,否,,,,待补全
031207005,031207005,衬石墨管接,刷油、防腐蚀、绝热工程,耐酸砖、板衬里工程,否,,,,待补全
031207006,031207006,铺衬石棉板,刷油、防腐蚀、绝热工程,耐酸砖、板衬里工程,否,,,,待补全
031207007,031207007,耐酸砖板衬砌体热处理,刷油、防腐蚀、绝热工程,耐酸砖、板衬里工程,否,,,,待补全
031205001,031205001,设备衬铅,刷油、防腐蚀、绝热工程,衬铅及搪铅工程,否,,,,待补全
031205002,031205002,型钢及支架包铅,刷油、防腐蚀、绝热工程,衬铅及搪铅工程,否,,,,待补全
031205003,031205003,设备封头、底搪铅,刷油、防腐蚀、绝热工程,衬铅及搪铅工程,否,,,,待补全
031205004,031205004,搅拌叶轮、轴类搪铅,刷油、防腐蚀、绝热工程,衬铅及搪铅工程,否,,,,待补全
031202001,031202001,设备防腐蚀,刷油、防腐蚀、绝热工程,防腐蚀涂料工程,否,,,,待补全
031202002,031202002,非埋地管道防腐蚀,刷油、防腐蚀、绝热工程,防腐蚀涂料工程,否,,,,待补全
031202003,031202003,一般钢结构防腐蚀,刷油、防腐蚀、绝热工程,防腐蚀涂料工程,否,,,,待补全
031202004,031202004,管廊钢结构防腐蚀,刷油、防腐蚀、绝热工程,防腐蚀涂料工程,否,,,,待补全
031202005,031202005,防火涂料,刷油、防腐蚀、绝热工程,防腐蚀涂料工程,否,,,,待补全
031202006,031202006,型钢制钢结构防腐蚀,刷油、防腐蚀、绝热工程,防腐蚀涂料工程,否,,,,待补全
031202007,031202007,金属油罐内壁防静电涂料,刷油、防腐蚀、绝热工程,防腐蚀涂料工程,否,,,,待补全
031202008,031202008,埋地管道防腐蚀,刷油、防腐蚀、绝热工程,防腐蚀涂料工程,否,,,,待补全
031202009,031202009,环氧煤沥青防腐蚀,刷油、防腐蚀、绝热工程,防腐蚀涂料工程,否,,,,待补全
031202010,031202010,聚合物涂料,刷油、防腐蚀、绝热工程,防腐蚀涂料工程,是,聚合物水泥防水涂料,fuzzy_name,71.4,
031210001,031210001,强制外加电流阴极保护,刷油、防腐蚀、绝热工程,阴极保护及牺牲阳极,否,,,,待补全
031210002,031210002,阳极保护,刷油、防腐蚀、绝热工程,阴极保护及牺牲阳极,否,,,,待补全
031210003,031210003,牺牲阳极,刷油、防腐蚀、绝热工程,阴极保护及牺牲阳极,否,,,,待补全
031210004,031210004,排流保护,刷油、防腐蚀、绝热工程,阴极保护及牺牲阳极,否,,,,待补全
031210005,031210005,绝缘性能测试,刷油、防腐蚀、绝热工程,阴极保护及牺牲阳极,是,绝缘体,fuzzy_name,72.0,
030811001,030811001,中压碳钢螺纹法兰,工业管道工程,中压法兰,否,,,,待补全
030811002,030811002,中压碳钢焊接法兰,工业管道工程,中压法兰,否,,,,待补全
030811003,030811003,中压铜及铜合金法兰,工业管道工程,中压法兰,否,,,,待补全
030811004,030811004,中压不锈钢法兰,工业管道工程,中压法兰,否,,,,待补全
030811005,030811005,中压合金钢法兰,工业管道工程,中压法兰,否,,,,待补全
030811006,030811006,中压钛及钛合金法兰,工业管道工程,中压法兰,否,,,,待补全
030811007,030811007,中压锆及锆合金法兰,工业管道工程,中压法兰,否,,,,待补全
030811008,030811008,中压镍及镍合金法兰,工业管道工程,中压法兰,否,,,,待补全
030805001,030805001,中压碳钢管件,工业管道工程,中压管件,否,,,,待补全
030805002,030805002,中压螺旋卷管件,工业管道工程,中压管件,否,,,,待补全
030805003,030805003,中压不锈钢管件,工业管道工程,中压管件,否,,,,待补全
030805004,030805004,中压合金钢管件,工业管道工程,中压管件,否,,,,待补全
030805005,030805005,中压铜及铜合金管件,工业管道工程,中压管件,否,,,,待补全
030805006,030805006,中压钛及钛合金管件,工业管道工程,中压管件,否,,,,待补全
030805007,030805007,中压锆及锆合金管件,工业管道工程,中压管件,否,,,,待补全
030805008,030805008,中压镍及镍合金管件,工业管道工程,中压管件,否,,,,待补全
030802001,030802001,中压碳钢管,工业管道工程,中压管道,否,,,,待补全
030802002,030802002,中压螺旋卷管,工业管道工程,中压管道,否,,,,待补全
030802003,030802003,中压不锈钢管,工业管道工程,中压管道,否,,,,待补全
030802004,030802004,中压合金钢管,工业管道工程,中压管道,否,,,,待补全
030802005,030802005,中压铜及铜合金管,工业管道工程,中压管道,否,,,,待补全
030802006,030802006,中压钛及钛合金管,工业管道工程,中压管道,否,,,,待补全
030802007,030802007,中压锆及锆合金管,工业管道工程,中压管道,否,,,,待补全
030802008,030802008,中压镍及镍合金管,工业管道工程,中压管道,否,,,,待补全
030802009,030802009,中压金属软管,工业管道工程,中压管道,是,金属软管,partial_match,93.3,
030808001,030808001,中压螺纹阀门,工业管道工程,中压阀门,否,,,,待补全
030808002,030808002,中压焊接阀门,工业管道工程,中压阀门,否,,,,待补全
030808003,030808003,中压法兰阀门,工业管道工程,中压阀门,否,,,,待补全
030808004,030808004,中压齿轮、液压传动、电动阀门,工业管道工程,中压阀门,否,,,,待补全
030808005,030808005,中压安全阀门,工业管道工程,中压阀门,否,,,,待补全
030808006,030808006,中压调节阀门,工业管道工程,中压阀门,是,调节阀,partial_match,90.0,
030810001,030810001,低压碳钢螺纹法兰,工业管道工程,低压法兰,否,,,,待补全
030810002,030810002,低压碳钢焊接法兰,工业管道工程,低压法兰,否,,,,待补全
030810003,030810003,低压铜及铜合金法兰,工业管道工程,低压法兰,否,,,,待补全
030810004,030810004,低压不锈钢法兰,工业管道工程,低压法兰,否,,,,待补全
030810005,030810005,低压合金钢法兰,工业管道工程,低压法兰,否,,,,待补全
030810006,030810006,低压铝及铝合金法兰,工业管道工程,低压法兰,否,,,,待补全
030810007,030810007,低压钛及钛合金法兰,工业管道工程,低压法兰,否,,,,待补全
030810008,030810008,低压锆及锆合金法兰,工业管道工程,低压法兰,否,,,,待补全
030810009,030810009,低压镍及镍合金法兰,工业管道工程,低压法兰,否,,,,待补全
030810010,030810010,低压钢骨架复合塑料法兰,工业管道工程,低压法兰,否,,,,待补全
030810011,030810011,低压塑料法兰,工业管道工程,低压法兰,否,,,,待补全
030804001,030804001,低压碳钢管件,工业管道工程,低压管件,否,,,,待补全
030804002,030804002,低压碳钢板卷管件,工业管道工程,低压管件,否,,,,待补全
030804003,030804003,低压不锈钢管件,工业管道工程,低压管件,否,,,,待补全
030804004,030804004,低压不锈钢板卷管件,工业管道工程,低压管件,否,,,,待补全
030804005,030804005,低压合金钢管件,工业管道工程,低压管件,否,,,,待补全
030804006,030804006,低压加热外套碳钢管件(两半),工业管道工程,低压管件,否,,,,待补全
030804007,030804007,低压加热外套不锈钢管件(两半),工业管道工程,低压管件,否,,,,待补全
030804008,030804008,低压铝及铝合金管件,工业管道工程,低压管件,否,,,,待补全
030804009,030804009,低压铝及铝合金板卷管件,工业管道工程,低压管件,否,,,,待补全
030804010,030804010,低压铜及铜合金管件,工业管道工程,低压管件,否,,,,待补全
030804011,030804011,低压钛及钛合金管件,工业管道工程,低压管件,否,,,,待补全
030804012,030804012,低压锆及锆合金管件,工业管道工程,低压管件,否,,,,待补全
030804013,030804013,低压镍及镍合金管件,工业管道工程,低压管件,否,,,,待补全
030804014,030804014,低压塑料管件,工业管道工程,低压管件,否,,,,待补全
030804015,030804015,金属骨架复合管件,工业管道工程,低压管件,否,,,,待补全
030804016,030804016,低压玻璃钢管件,工业管道工程,低压管件,否,,,,待补全
030804017,030804017,低压铸铁管件,工业管道工程,低压管件,否,,,,待补全
030804018,030804018,低压直埋保温管件,工业管道工程,低压管件,否,,,,待补全
030804019,030804019,低压钢套管直埋保温管件,工业管道工程,低压管件,是,保温管,partial_match,85.5,
030801001,030801001,低压碳钢管,工业管道工程,低压管道,否,,,,待补全
030801002,030801002,低压碳钢伴热管,工业管道工程,低压管道,否,,,,待补全
030801003,030801003,低压不锈钢伴热管,工业管道工程,低压管道,是,不锈钢,partial_match,87.5,
030801004,030801004,低压碳钢板卷管,工业管道工程,低压管道,否,,,,待补全
030801005,030801005,低压不锈钢管,工业管道工程,低压管道,是,不锈钢管,partial_match,93.3,
030801006,030801006,低压不锈钢板卷管,工业管道工程,低压管道,否,,,,待补全
030801007,030801007,低压合金钢管,工业管道工程,低压管道,否,,,,待补全
030801008,030801008,低压钛及钛合金管,工业管道工程,低压管道,是,低压柜,fuzzy_name,72.0,
030801009,030801009,低压镍及镍合金管,工业管道工程,低压管道,否,,,,待补全
030801010,030801010,低压锆及锆合金管,工业管道工程,低压管道,否,,,,待补全
030801011,030801011,低压铝及铝合金管,工业管道工程,低压管道,是,铝合金L管,fuzzy_name,80.0,
030801012,030801012,低压铝及铝合金板卷管,工业管道工程,低压管道,否,,,,待补全
030801013,030801013,低压铜及铜合金管,工业管道工程,低压管道,否,,,,待补全
030801014,030801014,低压铜及铜合金板卷管,工业管道工程,低压管道,否,,,,待补全
030801015,030801015,低压塑料管,工业管道工程,低压管道,否,,,,待补全
030801016,030801016,低压金属骨架复合管,工业管道工程,低压管道,否,,,,待补全
030801017,030801017,低压玻璃钢管,工业管道工程,低压管道,否,,,,待补全
030801018,030801018,低压铸铁管,工业管道工程,低压管道,否,,,,待补全
030801019,030801019,低压金属软管,工业管道工程,低压管道,否,,,,待补全
030801020,030801020,低压直埋保温管道,工业管道工程,低压管道,否,,,,待补全
030807001,030807001,低压螺纹阀门,工业管道工程,低压阀门,否,,,,待补全
030807002,030807002,低压焊接阀门,工业管道工程,低压阀门,否,,,,待补全
030807003,030807003,低压法兰阀门,工业管道工程,低压阀门,否,,,,待补全
030807004,030807004,低压齿轮、液压传动、电动阀门,工业管道工程,低压阀门,否,,,,待补全
030807005,030807005,低压安全阀门,工业管道工程,低压阀门,否,,,,待补全
030807006,030807006,低压调节阀门,工业管道工程,低压阀门,是,调节阀,partial_match,90.0,
030814001,030814001,冷排管,工业管道工程,其他项目制作安装,是,手压式排管,fuzzy_name,72.0,
030814002,030814002,分、集汽(水)缸,工业管道工程,其他项目制作安装,否,,,,待补全
030814003,030814003,空气分气筒,工业管道工程,其他项目制作安装,是,空气站分气缸,fuzzy_name,72.7,
030814004,030814004,空气调节喷雾管,工业管道工程,其他项目制作安装,否,,,,待补全
030814005,030814005,钢制排水漏斗,工业管道工程,其他项目制作安装,否,,,,待补全
030814006,030814006,水位计,工业管道工程,其他项目制作安装,否,,,,待补全
030814007,030814007,手摇泵,工业管道工程,其他项目制作安装,否,,,,待补全
030814008,030814008,三通补强圈,工业管道工程,其他项目制作安装,否,,,,待补全
030814009,030814009,碳钢管虾体弯,工业管道工程,其他项目制作安装,否,,,,待补全
030814010,030814010,中压螺旋卷管虾体弯,工业管道工程,其他项目制作安装,是,螺旋钢管,fuzzy_name,67.5,
030814011,030814011,不锈钢管虾体弯,工业管道工程,其他项目制作安装,否,,,,待补全
030814012,030814012,铝及铝合金管虾体弯,工业管道工程,其他项目制作安装,是,铝合金L管,fuzzy_name,72.0,
030814013,030814013,铜及铜合金管虾体弯,工业管道工程,其他项目制作安装,是,铜及铜金焊条,fuzzy_name,65.5,
030814014,030814014,管道清洁,工业管道工程,其他项目制作安装,否,,,,待补全
030813001,030813001,管材表面超声波探伤,工业管道工程,无损检测与热处理,是,铝管材,fuzzy_name,72.0,
030813002,030813002,管材表面磁粉探伤,工业管道工程,无损检测与热处理,否,,,,待补全
030813003,030813003,焊缝X射线探伤,工业管道工程,无损检测与热处理,否,,,,待补全
030813004,030813004,焊缝γ射线探伤,工业管道工程,无损检测与热处理,否,,,,待补全
030813005,030813005,焊缝超声波探伤,工业管道工程,无损检测与热处理,否,,,,待补全
030813006,030813006,焊缝磁粉探伤,工业管道工程,无损检测与热处理,否,,,,待补全
030813007,030813007,焊缝渗透探伤,工业管道工程,无损检测与热处理,否,,,,待补全
030813008,030813008,焊前预热、后热处理,工业管道工程,无损检测与热处理,否,,,,待补全
030813009,030813009,焊口热处理,工业管道工程,无损检测与热处理,否,,,,待补全
030813010,030813010,光谱分析,工业管道工程,无损检测与热处理,否,,,,待补全
030813011,030813011,管道安拆后的充气保护,工业管道工程,无损检测与热处理,是,保护套,fuzzy_name,72.0,
030812001,030812001,高压碳钢螺纹法兰,工业管道工程,高压法兰,否,,,,待补全
030812002,030812002,高压碳钢焊接法兰,工业管道工程,高压法兰,否,,,,待补全
030812003,030812003,高压不锈钢焊接法兰,工业管道工程,高压法兰,否,,,,待补全
030812004,030812004,高压合金钢焊接法兰,工业管道工程,高压法兰,否,,,,待补全
030806001,030806001,高压碳钢管件,工业管道工程,高压管件,否,,,,待补全
030806002,030806002,高压不锈钢管件,工业管道工程,高压管件,否,,,,待补全
030806003,030806003,高压合金钢管件,工业管道工程,高压管件,否,,,,待补全
030803001,030803001,高压碳钢管,工业管道工程,高压管道,否,,,,待补全
030803002,030803002,高压合金钢管,工业管道工程,高压管道,否,,,,待补全
030803003,030803003,高压不锈钢管,工业管道工程,高压管道,否,,,,待补全
030809001,030809001,高压螺纹阀门,工业管道工程,高压阀门,否,,,,待补全
030809002,030809002,高压法兰阀门,工业管道工程,高压阀门,否,,,,待补全
030809003,030809003,高压焊接阀门,工业管道工程,高压阀门,否,,,,待补全
030506001,030506001,入侵探测器,建筑智能化工程,安全防范系统,是,离子感烟火灾探测器,fuzzy_name,67.5,
030506003,030506003,入侵报警控制器,建筑智能化工程,安全防范系统,是,报警控制器,partial_match,94.3,
030506004,030506004,入侵报警中心显示设备,建筑智能化工程,安全防范系统,否,,,,待补全
030506005,030506005,入侵报警信号传输设备,建筑智能化工程,安全防范系统,否,,,,待补全
030506006,030506006,出入口目标识别设备,建筑智能化工程,安全防范系统,否,,,,待补全
030506007,030506007,出入口控制设备,建筑智能化工程,安全防范系统,否,,,,待补全
030506008,030506008,出入口执行机构设备,建筑智能化工程,安全防范系统,否,,,,待补全
030506009,030506009,巡更设备,建筑智能化工程,安全防范系统,否,,,,待补全
030506010,030506010,监控摄像设备,建筑智能化工程,安全防范系统,否,,,,待补全
030506011,030506011,视频控制设备,建筑智能化工程,安全防范系统,否,,,,待补全
030506012,030506012,音频、视频及脉冲分配器,建筑智能化工程,安全防范系统,否,,,,待补全
030506013,030506013,视频补偿器,建筑智能化工程,安全防范系统,是,无约束波纹补偿器,fuzzy_name,67.5,
030506014,030506014,视频传输设备,建筑智能化工程,安全防范系统,否,,,,待补全
030506015,030506015,录像设备,建筑智能化工程,安全防范系统,是,工艺Ⅱ(录设备1),fuzzy_name,67.5,
030506016,030506016,监视设备,建筑智能化工程,安全防范系统,否,,,,待补全
030506018,030506018,安全检查设备,建筑智能化工程,安全防范系统,是,安全阀,fuzzy_name,72.0,
030506019,030506019,停车场管理设备,建筑智能化工程,安全防范系统,否,,,,待补全
030506020,030506020,安全防范分系统调试,建筑智能化工程,安全防范系统,是,安全阀,fuzzy_name,72.0,
030506021,030506021,安全防范系统调试及试运行,建筑智能化工程,安全防范系统,是,安全阀,fuzzy_name,72.0,
030506022,030506022,射频识别系统设备,建筑智能化工程,安全防范系统,否,,,,待补全
030503001,030503001,通讯网络控制设备,建筑智能化工程,建筑设备自动化系统,是,通讯网关卡,fuzzy_name,67.5,
030503002,030503002,控制器,建筑智能化工程,建筑设备自动化系统,否,,,,待补全
030503003,030503003,控制箱,建筑智能化工程,建筑设备自动化系统,否,,,,待补全
030503004,030503004,第三方通信设备接口,建筑智能化工程,建筑设备自动化系统,否,,,,待补全
030503005,030503005,传感器,建筑智能化工程,建筑设备自动化系统,是,室内压力传感器,partial_match,83.6,
030503006,030503006,电动调节阀及执行机构,建筑智能化工程,建筑设备自动化系统,否,,,,待补全
030503007,030503007,分系统调试,建筑智能化工程,建筑设备自动化系统,否,,,,待补全
030503008,030503008,楼控系统调试及试运行,建筑智能化工程,建筑设备自动化系统,否,,,,待补全
030503009,030503009,基表及控制设备,建筑智能化工程,建筑设备自动化系统,否,,,,待补全
030503010,030503010,采集系统,建筑智能化工程,建筑设备自动化系统,否,,,,待补全
030503011,030503011,微机电系统(MEMS),建筑智能化工程,建筑设备自动化系统,否,,,,待补全
030503012,030503012,能耗监测系统中心管理设备,建筑智能化工程,建筑设备自动化系统,否,,,,待补全
030503013,030503013,电量变送器,建筑智能化工程,建筑设备自动化系统,是,监控传感器 压力变送器 电导变送器 液位变送器,fuzzy_name,72.0,
030503014,030503014,其他传感器及变送器,建筑智能化工程,建筑设备自动化系统,否,,,,待补全
030503015,030503015,物联网M2M设备,建筑智能化工程,建筑设备自动化系统,否,,,,待补全
030507001,030507001,智能照明系统设备,建筑智能化工程,智能家居系统,否,,,,待补全
030507002,030507002,智能家居系统设备,建筑智能化工程,智能家居系统,否,,,,待补全
030507003,030507003,智能情景系统设备,建筑智能化工程,智能家居系统,否,,,,待补全
030507004,030507004,智能语音系统设备,建筑智能化工程,智能家居系统,否,,,,待补全
030507005,030507005,智能暖通系统设备,建筑智能化工程,智能家居系统,否,,,,待补全
030507006,030507006,智能家电系统设备,建筑智能化工程,智能家居系统,否,,,,待补全
030507007,030507007,智能家居分系统调试,建筑智能化工程,智能家居系统,否,,,,待补全
030507008,030507008,智能家居系统调试及试运行,建筑智能化工程,智能家居系统,否,,,,待补全
030504001,030504001,共用天线,建筑智能化工程,有线电视、卫星接收系统,否,,,,待补全
030504002,030504002,卫星电视天线、馈线系统,建筑智能化工程,有线电视、卫星接收系统,否,,,,待补全
030504003,030504003,前端机柜,建筑智能化工程,有线电视、卫星接收系统,否,,,,待补全
030504004,030504004,电视墙,建筑智能化工程,有线电视、卫星接收系统,是,电视墙,exact_name,100.0,
030504005,030504005,电视插座,建筑智能化工程,有线电视、卫星接收系统,是,电视插座,exact_name,100.0,
030504006,030504006,同轴电缆,建筑智能化工程,有线电视、卫星接收系统,否,,,,待补全
030504007,030504007,同轴电缆接续,建筑智能化工程,有线电视、卫星接收系统,否,,,,待补全
030504008,030504008,前端射频、广播设备,建筑智能化工程,有线电视、卫星接收系统,否,,,,待补全
030504009,030504009,卫星电视接收设备,建筑智能化工程,有线电视、卫星接收系统,否,,,,待补全
030504010,030504010,光端设备,建筑智能化工程,有线电视、卫星接收系统,否,,,,待补全
030504011,030504011,有线电视系统管理设备,建筑智能化工程,有线电视、卫星接收系统,否,,,,待补全
030504012,030504012,播控台,建筑智能化工程,有线电视、卫星接收系统,否,,,,待补全
030504013,030504013,数字电视设备,建筑智能化工程,有线电视、卫星接收系统,否,,,,待补全
030504014,030504014,干线传输设备,建筑智能化工程,有线电视、卫星接收系统,否,,,,待补全
030504015,030504015,线路设备,建筑智能化工程,有线电视、卫星接收系统,否,,,,待补全
030504016,030504016,终端设备,建筑智能化工程,有线电视、卫星接收系统,否,,,,待补全
030504017,030504017,有线电视、卫星接收系统调试及试运行,建筑智能化工程,有线电视、卫星接收系统,否,,,,待补全
030502001,030502001,光缆分纤箱、光缆交接箱、分线接线箱,建筑智能化工程,综合布线系统,是,分线箱,fuzzy_name,72.0,
030502002,030502002,电话插座,建筑智能化工程,综合布线系统,是,电话插座,exact_name,100.0,
030502003,030502003,双绞线缆,建筑智能化工程,综合布线系统,否,,,,待补全
030502004,030502004,大对数电缆、电话线,建筑智能化工程,综合布线系统,否,,,,待补全
030502005,030502005,光缆,建筑智能化工程,综合布线系统,否,,,,待补全
030502006,030502006,光纤合束器、光纤分束器,建筑智能化工程,综合布线系统,否,,,,待补全
030502007,030502007,跳线、跳纤,建筑智能化工程,综合布线系统,否,,,,待补全
030502008,030502008,配线架,建筑智能化工程,综合布线系统,是,配线桥架,fuzzy_name,85.7,
030502009,030502009,跳线架,建筑智能化工程,综合布线系统,是,电缆扎线架,fuzzy_name,72.0,
030502010,030502010,信息、网络插座,建筑智能化工程,综合布线系统,否,,,,待补全
030502011,030502011,光纤接续盒,建筑智能化工程,综合布线系统,否,,,,待补全
030502012,030502012,光纤接续,建筑智能化工程,综合布线系统,否,,,,待补全
030502013,030502013,光缆终端盒,建筑智能化工程,综合布线系统,否,,,,待补全
030502014,030502014,尾纤,建筑智能化工程,综合布线系统,否,,,,待补全
030502015,030502015,线管理器,建筑智能化工程,综合布线系统,否,,,,待补全
030502016,030502016,光纤插座,建筑智能化工程,综合布线系统,否,,,,待补全
030502017,030502017,双绞线缆测试,建筑智能化工程,综合布线系统,否,,,,待补全
030502018,030502018,大对数电缆、电话线测试,建筑智能化工程,综合布线系统,是,电话线,partial_match,85.5,
030502019,030502019,光纤测试,建筑智能化工程,综合布线系统,否,,,,待补全
030502020,030502020,综合布线系统调试及试运行,建筑智能化工程,综合布线系统,否,,,,待补全
030501001,030501001,输入设备,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501002,030501002,输出设备,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501003,030501003,控制设备,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501004,030501004,存储设备,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501005,030501005,插箱、机柜、台架,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501006,030501006,操作台,建筑智能化工程,计算机应用、网络系统,是,单层平板操作台,partial_match,83.6,
030501007,030501007,互联电缆,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501008,030501008,扩展板卡,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501009,030501009,集线器,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501010,030501010,路由器,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501011,030501011,适配器,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501012,030501012,中继器,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501013,030501013,收发器,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501014,030501014,防火墙,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501015,030501015,交换机,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501016,030501016,网关,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501017,030501017,转换器,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501018,030501018,网桥,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501019,030501019,服务器,建筑智能化工程,计算机应用、网络系统,是,服务台屏风,fuzzy_name,72.0,
030501020,030501020,调制解调器,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501021,030501021,无线设备,建筑智能化工程,计算机应用、网络系统,否,,,,待补全
030501022,030501022,计算机应用、网络系统联调及试运行,建筑智能化工程,计算机应用、网络系统,是,计算器,fuzzy_name,72.0,
030501023,030501023,软件,建筑智能化工程,计算机应用、网络系统,是,室外系统管理软件包,partial_match,79.4,
030505001,030505001,信号源设备,建筑智能化工程,音频、视频系统,否,,,,待补全
030505002,030505002,调音台,建筑智能化工程,音频、视频系统,否,,,,待补全
030505003,030505003,周边设备,建筑智能化工程,音频、视频系统,否,,,,待补全
030505004,030505004,功率放大器,建筑智能化工程,音频、视频系统,否,,,,待补全
030505005,030505005,扬声器,建筑智能化工程,音频、视频系统,是,挂壁扬声器,partial_match,87.0,
030505006,030505006,电源,建筑智能化工程,音频、视频系统,是,电源线,partial_match,88.3,
030505007,030505007,会议专用设备,建筑智能化工程,音频、视频系统,是,会议桌,fuzzy_name,72.0,
